Timestamp,Stylus Position X,Stylus Position Y,Stylus Position Z,Unity Stylus Position X,Unity Stylus Position Y,Unity Stylus Position Z,Joint angle 0,Joint angle 1,Joint angle 2,Gimbal angle 0,Gimbal angle 1,Gimbal angle 2,Is Assisting,Assistance Level
638647696002291974,72.5974884033203,-5.27196741104126,-0.167852580547333,0.07342175,-0.002907129,0.002126832,0.407498091459274,0.647130191326141,0.613674879074097,0.636736333370209,0.803664982318878,0.309473782777786,False,0
638647696003423739,72.1952972412109,-7.19591236114502,-2.41389179229736,0.0721953,-0.007195913,-0.002413892,0.410376489162445,0.644682049751282,0.591670632362366,0.618839144706726,0.803664982318878,0.309473782777786,False,0
638647696003593738,72.3184967041016,-7.27060794830322,-1.00332713127136,0.07243523,-0.007108936,-0.001111046,0.40790930390358,0.63856166601181,0.599412858486176,0.62778776884079,0.794716417789459,0.318422377109528,False,0
638647696003933698,73.0554122924805,-8.89816188812256,0.701908051967621,0.07294825,-0.008765428,0.0006447085,0.40790930390358,0.620608508586884,0.603487730026245,0.63034451007843,0.793438017368317,0.323535859584808,False,0
638647696004224147,73.6757202148438,-10.2910604476929,0.419358611106873,0.07351736,-0.01012694,0.0004350213,0.411610096693039,0.612039923667908,0.597375452518463,0.629066109657288,0.798551499843597,0.327370971441269,False,0
638647696004594105,74.1697540283203,-10.6054973602295,0.226031452417374,0.07408789,-0.01056091,0.0002279717,0.41448849439621,0.609999775886536,0.59615296125412,0.63034451007843,0.798551499843597,0.333762794733047,False,0
638647696004935881,74.219841003418,-11.1273365020752,0.528228580951691,0.07428928,-0.01112734,0.0004976952,0.414077281951904,0.605511486530304,0.595745503902435,0.632901251316071,0.798551499843597,0.337597906589508,False,0
638647696005236502,74.0106582641602,-11.4712839126587,0.807062983512878,0.07408021,-0.01147128,0.0007766156,0.412432491779327,0.602655291557312,0.595337986946106,0.636736333370209,0.79982990026474,0.338876277208328,False,0
638647696005569726,73.2373199462891,-11.6682481765747,0.931662082672119,0.07323732,-0.01166825,0.0009316621,0.408320486545563,0.602247297763824,0.593300580978394,0.639293074607849,0.79982990026474,0.338876277208328,False,0
638647696005869699,72.5393676757813,-11.789623260498,1.03579092025757,0.07267865,-0.01178962,0.0009760775,0.404619693756104,0.602247297763824,0.591670632362366,0.640571475028992,0.801108241081238,0.338876277208328,False,0
638647696006260064,71.9409255981445,-11.9253063201904,1.17726027965546,0.07201063,-0.01192531,0.001147664,0.40133011341095,0.601839244365692,0.590448141098022,0.639293074607849,0.79982990026474,0.340154647827148,False,0
638647696006600049,71.7662734985352,-11.9857730865479,1.15321171283722,0.07176628,-0.01198577,0.001153212,0.400507718324661,0.601839244365692,0.589633166790009,0.636736333370209,0.801108241081238,0.340154647827148,False,0
638647696006930934,71.748664855957,-12.0159788131714,1.11161708831787,0.07174867,-0.01201598,0.001111617,0.400507718324661,0.601839244365692,0.589225709438324,0.634179592132568,0.801108241081238,0.340154647827148,False,0
638647696007252160,71.748664855957,-12.0159788131714,1.11161708831787,0.07174867,-0.01201598,0.001111617,0.400507718324661,0.601839244365692,0.589225709438324,0.634179592132568,0.801108241081238,0.340154647827148,False,0
638647696007521838,71.8183364868164,-12.0159788131714,1.08209979534149,0.07181834,-0.01201598,0.0010821,0.400918930768967,0.601839244365692,0.589225709438324,0.632901251316071,0.801108241081238,0.340154647827148,False,0
638647696007915735,71.8183364868164,-12.0159788131714,1.08209979534149,0.07181834,-0.01201598,0.0010821,0.400918930768967,0.601839244365692,0.589225709438324,0.631622850894928,0.801108241081238,0.340154647827148,False,0
638647696008192816,71.8880004882813,-12.0159788131714,1.05255389213562,0.07181834,-0.01201598,0.0010821,0.40133011341095,0.601839244365692,0.589225709438324,0.63034451007843,0.801108241081238,0.340154647827148,False,0
638647696008552777,71.9576568603516,-12.0159788131714,1.02297925949097,0.07195766,-0.01201598,0.001022979,0.401741325855255,0.601839244365692,0.589225709438324,0.629066109657288,0.801108241081238,0.340154647827148,False,0
638647696008922723,71.9576568603516,-12.0159788131714,1.02297925949097,0.07195766,-0.01201598,0.001022979,0.401741325855255,0.601839244365692,0.589225709438324,0.63034451007843,0.801108241081238,0.340154647827148,False,0
638647696009252723,71.9576568603516,-12.0159788131714,1.02297925949097,0.07195766,-0.01201598,0.001022979,0.401741325855255,0.601839244365692,0.589225709438324,0.629066109657288,0.801108241081238,0.340154647827148,False,0
638647696009573951,71.9335479736328,-11.9263038635254,0.966241002082825,0.07193355,-0.0119263,0.0009662411,0.401741325855255,0.602655291557312,0.589225709438324,0.63034451007843,0.79982990026474,0.341433018445969,False,0
638647696009926048,71.8554992675781,-11.7325239181519,0.782516598701477,0.07186759,-0.01177729,0.0008109784,0.401741325855255,0.604695439338684,0.588818192481995,0.629066109657288,0.79982990026474,0.340154647827148,False,0
638647696010435434,71.7426300048828,-11.0625171661377,0.324090719223022,0.07176705,-0.01115169,0.0003814906,0.402152508497238,0.610815823078156,0.588818192481995,0.629066109657288,0.79982990026474,0.341433018445969,True,0
638647696010603462,71.6991500854492,-10.8096294403076,0.221875175833702,0.0717114,-0.01085414,0.0002506671,0.402152508497238,0.612855970859528,0.589225709438324,0.631622850894928,0.798551499843597,0.342711389064789,True,0.008335114
638647696010913441,71.6223297119141,-10.1555185317993,0.0412642620503902,0.071617,-0.01023014,2.872482E-05,0.402152508497238,0.617752313613892,0.590855658054352,0.631622850894928,0.798551499843597,0.343989759683609,True,0.01666641
