Timestamp,Stylus Position X,Stylus Position Y,Stylus Position Z,Unity Stylus Position X,Unity Stylus Position Y,Unity Stylus Position Z,Joint angle 0,Joint angle 1,Joint angle 2,Gimbal angle 0,Gimbal angle 1,Gimbal angle 2,Is Assisting
6.3861E+17,58.36467743,-35.05403137,-4.032565117,0.05833055,-0.03486175,-0.004128649,0.341295093,0.486775756,0.437640667,-0.646746457,0.789602935,-2.473536253,TRUE
6.3861E+17,58.73004913,-36.80733109,-3.648374557,0.05867158,-0.03646858,-0.00381236,0.342528671,0.473310888,0.434788257,-0.648024857,0.785767794,-2.463309288,TRUE
6.3861E+17,57.23262405,-40.71532059,-0.011577217,0.05752313,-0.03989357,-0.0009659,0.32772553,0.437404543,0.441715539,-0.65313834,0.785767794,-2.450525522,TRUE
6.3861E+17,54.85716629,-40.15094376,4.589126587,0.05519871,-0.04046897,0.003943528,0.307165563,0.429244012,0.468202174,-0.667200387,0.789602935,-2.412174463,TRUE
6.3861E+17,50.13021088,-36.06779861,7.324666023,0.05047063,-0.03666172,0.007149368,0.277970463,0.452093482,0.489798963,-0.704273105,0.797273159,-2.424958229,TRUE
6.3861E+17,46.54769897,-31.81093025,5.56098938,0.04695925,-0.03272514,0.00595023,0.261522502,0.489631951,0.486539066,-0.747737646,0.810056806,-2.442855358,TRUE
6.3861E+17,43.11561203,-27.65940094,3.74153471,0.04329039,-0.02789477,0.003838335,0.245485738,0.526354313,0.48450163,-0.773305058,0.815170288,-2.446690559,TRUE
6.3861E+17,40.09623337,-26.24861908,2.056617975,0.0404405,-0.02628884,0.002260573,0.231093779,0.543899477,0.474721968,-0.793758929,0.815170288,-2.421123028,TRUE
6.3861E+17,37.30514908,-28.18505669,1.096511126,0.03799425,-0.02749948,0.00123522,0.21670182,0.536146998,0.457200021,-0.805264294,0.813891947,-2.387885571,TRUE
6.3861E+17,32.2000351,-31.86698723,2.897564173,0.03267129,-0.03144005,0.002691468,0.1858619,0.508809209,0.448235333,-0.8167696,0.807500124,-2.358483076,TRUE
6.3861E+17,26.42038345,-35.11471939,4.913341522,0.02683977,-0.03489879,0.00479599,0.151321188,0.483511537,0.443345487,-0.841058612,0.808778465,-2.331637383,TRUE
6.3861E+17,19.02479935,-36.34171295,6.213529587,0.01945267,-0.03629331,0.006141362,0.108556509,0.474126935,0.441308051,-0.87685293,0.811335206,-2.306069851,TRUE
6.3861E+17,11.22674084,-34.63492203,6.425643444,0.01187543,-0.03492211,0.006411795,0.064147025,0.487183779,0.444160461,-0.921595871,0.811335206,-2.297121286,TRUE
6.3861E+17,3.780965805,-30.65873909,5.112731934,0.004140811,-0.03089505,0.005239353,0.021793541,0.519417882,0.447827846,-0.967617154,0.811335206,-2.307348251,TRUE
6.3861E+17,-3.459158421,-27.37915039,3.307847977,-0.003107248,-0.02747209,0.003371204,-0.020148745,0.547571719,0.44864282,-1.013638496,0.812613547,-2.302234888,TRUE
6.3861E+17,-9.741496086,-27.28552437,3.135797024,-0.009175812,-0.02723909,0.0031386,-0.056745447,0.547979772,0.449457794,-1.06093812,0.813891947,-2.260048628,TRUE
6.3861E+17,-14.9753561,-29.69121933,3.001253128,-0.014622,-0.02945712,0.003019615,-0.087174162,0.530842602,0.441715539,-1.10312438,0.813891947,-2.207635403,TRUE
6.3861E+17,-19.89694405,-32.77400589,3.080979586,-0.01889592,-0.03199502,0.003067399,-0.11554689,0.507993162,0.433973283,-1.133805156,0.811335206,-2.160335779,TRUE
6.3861E+17,-25.96640968,-35.32638168,3.357339144,-0.0255387,-0.03515943,0.003394016,-0.150087595,0.487183779,0.431935847,-1.169599533,0.806221724,-2.136046648,TRUE
6.3861E+17,-32.33249664,-35.19408035,2.826759815,-0.03204184,-0.03521702,0.00283129,-0.186684296,0.486367732,0.436010718,-1.20411551,0.802386642,-2.136046648,TRUE
6.3861E+17,-37.97763443,-32.84070206,1.816943049,-0.03740357,-0.03317282,0.001876888,-0.219580203,0.501872718,0.445382923,-1.234796405,0.7998299,-2.136046648,TRUE
6.3861E+17,-44.20517731,-28.75397301,1.269196391,-0.04374786,-0.02913564,0.001227728,-0.254943311,0.526354313,0.466572225,-1.270590663,0.7985515,-2.14116025,TRUE
6.3861E+17,-49.42113876,-27.26677895,0.618876517,-0.04860298,-0.02736645,0.000655056,-0.284549624,0.533698797,0.477166861,-1.312776923,0.7998299,-2.151387215,TRUE
6.3861E+17,-53.48706055,-29.28331757,0.994372487,-0.05254529,-0.02854915,0.000916333,-0.305931985,0.514929593,0.479611784,-1.348571301,0.801108241,-2.153944016,TRUE
6.3861E+17,-57.9526329,-36.66051102,2.336453438,-0.05776601,-0.03624544,0.00224753,-0.327314317,0.456581771,0.471462071,-1.389479041,0.801108241,-2.10153079,TRUE
6.3861E+17,-59.96461487,-38.47385025,1.80165422,-0.05968467,-0.03847385,0.001900054,-0.338827878,0.44393295,0.466572225,-1.418881536,0.804943383,-2.074685097,TRUE
6.3861E+17,-61.86223984,-36.11674881,3.569665432,-0.06169605,-0.03646373,0.003551411,-0.345407069,0.451685458,0.489798963,-1.426551819,0.793438017,-2.072128296,TRUE
6.3861E+17,-62.48413086,-32.86455536,1.344845772,-0.06239639,-0.03315433,0.001537309,-0.352808654,0.479839295,0.488169014,-1.452119112,0.797273159,-2.132211685,TRUE
6.3861E+17,-61.6760788,-28.54488373,-1.061847329,-0.06172254,-0.02878147,-0.000935823,-0.353219837,0.517377734,0.486946553,-1.464902878,0.795994759,-2.187181473,TRUE
6.3861E+17,-59.48435211,-24.3312397,-2.181259632,-0.05970743,-0.02474876,-0.001989398,-0.343762279,0.551652014,0.491428912,-1.473851442,0.790881276,-2.201243639,TRUE
6.3861E+17,-56.67788315,-22.20382881,-1.867895484,-0.05704588,-0.02253092,-0.001909412,-0.328136712,0.567973077,0.49591127,-1.476408124,0.785767794,-2.199965239,TRUE
6.3861E+17,-54.39113998,-21.13371086,-0.949400485,-0.05472957,-0.02120549,-0.001078787,-0.314155966,0.574501455,0.501208603,-1.480243325,0.785767794,-2.198686838,TRUE
6.3861E+17,-51.66442108,-20.74698639,0.528208375,-0.05185876,-0.02077334,0.000418922,-0.29688561,0.574909508,0.506505907,-1.478964925,0.787046194,-2.216583967,TRUE
6.3861E+17,-50.05524445,-20.52452469,2.006605625,-0.0506499,-0.02053215,0.001701175,-0.285783231,0.57286936,0.513433158,-1.475129843,0.789602935,-2.234481096,TRUE
6.3861E+17,-48.68807602,-21.63723183,3.34058857,-0.04881338,-0.02154519,0.003244655,-0.276325643,0.562260687,0.51465565,-1.475129843,0.790881276,-2.235759497,TRUE
6.3861E+17,-48.38469315,-23.05186844,3.346197605,-0.04844752,-0.02300558,0.003298762,-0.274680853,0.553284109,0.508543372,-1.475129843,0.793438017,-2.219140768,TRUE
6.3861E+17,-48.65732574,-21.96464539,2.163124561,-0.04860381,-0.0223657,0.002241411,-0.277970463,0.564300835,0.506098449,-1.475129843,0.793438017,-2.217862368,TRUE
6.3861E+17,-49.96273804,-21.26933861,2.731641769,-0.04987605,-0.02117749,0.002696155,-0.284138441,0.565524876,0.51465565,-1.472573042,0.792159677,-2.217862368,TRUE
6.3861E+17,-51.36461258,-22.09516144,3.326342583,-0.05110645,-0.02193733,0.00323398,-0.290717602,0.556548297,0.51750803,-1.477686524,0.792159677,-2.217862368,TRUE
6.3861E+17,-53.41496277,-24.1227417,4.722735882,-0.05328578,-0.02411041,0.00455644,-0.299352795,0.536146998,0.521990418,-1.48919189,0.794716418,-2.219140768,TRUE
6.3861E+17,-54.75450134,-23.95536232,4.265469074,-0.05470872,-0.02409564,0.004367542,-0.307165563,0.537371039,0.522397876,-1.503253937,0.801108241,-2.221697569,TRUE
6.3861E+17,-54.67889404,-21.28005981,3.781495333,-0.05472858,-0.0217512,0.00393791,-0.307576776,0.556548297,0.529732645,-1.504532337,0.7998299,-2.224254131,TRUE
6.3861E+17,-53.06563187,-18.447052,2.592540979,-0.05325559,-0.01860155,0.002707494,-0.300997585,0.581029892,0.530955136,-1.50964582,0.801108241,-2.225532532,TRUE
6.3861E+17,-51.20185471,-16.84994888,2.526459932,-0.05127616,-0.01696781,0.002518853,-0.291128814,0.593678713,0.533807516,-1.507089019,0.797273159,-2.221697569,TRUE
6.3861E+17,-49.7372551,-14.25319099,2.743610382,-0.04989554,-0.01453232,0.002762996,-0.282904834,0.611223876,0.543587208,-1.505810618,0.795994759,-2.220419168,TRUE
6.3861E+17,-46.82600784,-9.052570343,1.283244848,-0.04710223,-0.009470535,0.001466904,-0.26933527,0.653250635,0.553366899,-1.504532337,0.797273159,-2.221697569,TRUE
6.3861E+17,-44.07561874,-4.922719002,0.203931093,-0.04441121,-0.005288751,0.000353089,-0.255765706,0.686708808,0.562331557,-1.494305372,0.794716418,-2.219140768,TRUE
6.3861E+17,-41.22156525,-0.995813429,-1.196715951,-0.04146605,-0.00134105,-0.001093131,-0.241784945,0.720166981,0.569666326,-1.486635089,0.790881276,-2.214027405,TRUE
6.3861E+17,-38.70820618,4.011655331,-2.002689362,-0.03871797,0.003653889,-0.001960734,-0.228626579,0.75770545,0.587595761,-1.477686524,0.787046194,-2.211470604,TRUE
6.3861E+17,-36.91784668,7.792944431,-0.990454316,-0.0369647,0.007590953,-0.001104988,-0.217113018,0.778922796,0.610822499,-1.473851442,0.784489453,-2.208913803,TRUE
6.3861E+17,-35.45009613,9.53418541,-0.437213898,-0.03557669,0.009362637,-0.000520647,-0.208066642,0.788715482,0.621417165,-1.477686524,0.785767794,-2.210192204,TRUE
6.3861E+17,-34.0184021,11.20598888,-0.396243989,-0.03423717,0.01085053,-0.000381404,-0.199842662,0.800140202,0.629159391,-1.480243325,0.787046194,-2.194851637,TRUE
6.3861E+17,-31.92409706,14.89735031,-1.592361689,-0.03209022,0.01461173,-0.00146792,-0.189151496,0.829926133,0.641384006,-1.478964925,0.787046194,-2.18334651,TRUE
6.3861E+17,-29.50123405,19.92372704,-2.851868153,-0.02974072,0.01940458,-0.002691494,-0.176404327,0.868280649,0.661758304,-1.473851442,0.783211052,-2.173119545,TRUE
6.3861E+17,-26.90197945,24.78038025,-3.756431103,-0.02705155,0.02444087,-0.003692075,-0.162012368,0.90377897,0.684170067,-1.473851442,0.77937597,-2.136046648,TRUE
6.3861E+17,-23.75742149,30.4690609,-3.940784931,-0.02410506,0.02989494,-0.003924049,-0.143508419,0.940501332,0.715954065,-1.481521606,0.775540888,-2.068293095,TRUE
6.3861E+17,-20.36281586,37.05944061,-3.564629555,-0.02055617,0.03647394,-0.003669282,-0.122948468,0.978447855,0.757110178,-1.495583773,0.772984147,-2.017158508,TRUE
6.3861E+17,-18.18969727,41.59883499,-2.083814383,-0.01845114,0.04103551,-0.002222093,-0.108967707,0.996809006,0.791339099,-1.518594384,0.772984147,-1.967301965,TRUE
6.3861E+17,-16.66117096,44.59432602,-1.471110821,-0.01673066,0.04452595,-0.001469316,-0.099510133,1.010273933,0.812528372,-1.551831961,0.77937597,-1.914888859,TRUE
6.3861E+17,-14.84821224,47.23001099,-1.61593008,-0.0150607,0.04699698,-0.001558942,-0.08881896,1.02577889,0.828420401,-1.577399373,0.781932712,-1.867589235,TRUE
