Timestamp,Stylus Position X,Stylus Position Y,Stylus Position Z,Unity Stylus Position X,Unity Stylus Position Y,Unity Stylus Position Z,Joint angle 0,Joint angle 1,Joint angle 2,Gimbal angle 0,Gimbal angle 1,Gimbal angle 2,Is Assisting,
638609568618432672,-1.09148252010345,48.6766090393066,-2.45297288894653,-0.001092573,0.0481478,-0.002287215,-0.00657918211072683,1.04169189929962,0.832087755203247,-0.191646993160248,0.784489452838898,1.00618505477905,False
