Timestamp,Stylus Position X,Stylus Position Y,Stylus Position Z,Unity Stylus Position X,Unity Stylus Position Y,Unity Stylus Position Z,Joint angle 0,Joint angle 1,Joint angle 2,Gimbal angle 0,Gimbal angle 1,Gimbal angle 2,Is Assisting,
638609568043395257,-1.88584780693054,50.5480003356934,-4.5637321472168,-0.001882822,0.0497856,-0.004826548,-0.0115135684609413,1.06331741809845,0.836570084095001,-0.540641844272614,0.783211052417755,0.869399547576904,False
