Timestamp,Stylus Position X,Stylus Position Y,Stylus Position Z,Unity Stylus Position X,Unity Stylus Position Y,Unity Stylus Position Z,Joint angle 0,Joint angle 1,Joint angle 2,Gimbal angle 0,Gimbal angle 1,Gimbal angle 2,Is Assisting,
638609568602757995,-2.19810891151428,50.2829132080078,-1.309321641922,-0.002468095,0.04936013,-0.001634583,-0.0131583642214537,1.04332411289215,0.847164750099182,-0.0484696254134178,0.789602935314178,1.00362837314606,False
