Name,X,Y,Z,
Target 0,0.0750943,-0.00925532,0
Target 1,0.05941487,0.009676005,0
Target 2,0.03784572,0.02019341,0
Target 3,0.01648693,0.009465663,0
Target 4,0.003542054,-0.00588975,0
Target 5,-0.011927,-0.01745889,0
Target 6,-0.02655467,-0.02797629,0
Target 7,-0.0437065,-0.03533848,0
Target 8,-0.06527561,-0.0275556,0
Target 9,-0.07485493,-0.007362181,0
Target 10,-0.06382011,0.009255324,0
Target 11,-0.04815763,0.01998307,0
Target 12,-0.02555368,0.0166175,0
Target 13,-0.007998076,0.00315523,0
Target 14,0.01355413,-0.01914167,0
Target 15,0.02711312,-0.03197291,0
Target 16,0.04572046,-0.03912474,0
Target 17,0.06727267,-0.03007978,0
