Name,X,Y,Z,
Target 0,0.06499755,-0.01072775,0
Target 1,0.009772721,0.05321807,0
Target 2,-0.02126208,-0.05405946,0
Target 3,-0.04198985,0.04564554,0
Target 4,-0.06881769,-0.02376934,0
