Timestamp,Stylus Position X,Stylus Position Y,Stylus Position Z,Unity Stylus Position X,Unity Stylus Position Y,Unity Stylus Position Z,Joint angle 0,Joint angle 1,Joint angle 2,Gimbal angle 0,Gimbal angle 1,Gimbal angle 2,Is Assisting,
638609568526349140,-2.07011103630066,48.4079780578613,-0.54749870300293,-0.002066112,0.04773178,-0.0008716661,-0.0123359663411975,1.02945113182068,0.837792575359344,-0.779696881771088,0.787046194076538,1.06754684448242,False
